1234	XX	0	1234N	1234N_1	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/normal/tiny_n_L001_R1_xxx.fastq.gz	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/normal/tiny_n_L001_R2_xxx.fastq.gz
1234	XX	0	1234N	1234N_2	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/normal/tiny_n_L002_R1_xxx.fastq.gz	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/normal/tiny_n_L002_R2_xxx.fastq.gz
1234	XX	0	1234N	1234N_4	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/normal/tiny_n_L004_R1_xxx.fastq.gz	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/normal/tiny_n_L004_R2_xxx.fastq.gz
1234	XX	0	1234N	1234N_7	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/normal/tiny_n_L007_R1_xxx.fastq.gz	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/normal/tiny_n_L007_R2_xxx.fastq.gz
1234	XX	0	1234N	1234N_8	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/normal/tiny_n_L008_R1_xxx.fastq.gz	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/normal/tiny_n_L008_R2_xxx.fastq.gz
1234	XX	0	1234N	DUMMY_N	/Shares/layer_shared/workspace/chco_intervals/data/testdata/dummy/normal/dummy_n_R1_xxx.fastq.gz	/Shares/layer_shared/workspace/chco_intervals/data/testdata/dummy/normal/dummy_n_R2_xxx.fastq.gz
1234	XX	1	9876T	9876T_1	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/tumor/tiny_t_L001_R1_xxx.fastq.gz	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/tumor/tiny_t_L001_R2_xxx.fastq.gz
1234	XX	1	9876T	9876T_2	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/tumor/tiny_t_L002_R1_xxx.fastq.gz	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/tumor/tiny_t_L002_R2_xxx.fastq.gz
1234	XX	1	9876T	9876T_3	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/tumor/tiny_t_L003_R1_xxx.fastq.gz	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/tumor/tiny_t_L003_R2_xxx.fastq.gz
1234	XX	1	9876T	DUMMY_T	/Shares/layer_shared/workspace/chco_intervals/data/testdata/dummy/tumor/dummy_t_R1_xxx.fastq.gz	/Shares/layer_shared/workspace/chco_intervals/data/testdata/dummy/tumor/dummy_t_R2_xxx.fastq.gz
1234	XX	1	9877R	9877R_5	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/tumor/tiny_t_L005_R1_xxx.fastq.gz	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/tumor/tiny_t_L005_R2_xxx.fastq.gz
1234	XX	1	9877R	9877R_6	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/tumor/tiny_t_L006_R1_xxx.fastq.gz	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/tumor/tiny_t_L006_R2_xxx.fastq.gz
1234	XX	1	9877R	9877R_7	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/tumor/tiny_t_L007_R1_xxx.fastq.gz	/Shares/layer_shared/workspace/chco_intervals/data/testdata/tiny/tumor/tiny_t_L007_R2_xxx.fastq.gz
